Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2013-07-11,15.0,15.0,14.6,14.9,14.9164169874,93787.0,305.0,1398966.0,78370.0,83.56,0.4,-0.1
2013-07-12,14.6,14.95,14.6,14.9,14.8152210259,14953.0,61.0,221532.0,13986.0,93.53,0.35,0.3
2013-07-15,14.65,14.75,14.2,14.45,14.4982232441,28704.0,247.0,416157.0,18013.0,62.75,0.55,-0.2
2013-07-16,14.4,15.7,14.05,15.3,15.2793539252,457656.0,836.0,6992688.0,389047.0,85.01,1.65,0.9
2013-07-17,15.85,15.85,15.0,15.2,15.2157717563,2043780.0,2124.0,31097690.0,1433127.0,70.12,0.85,-0.65
2013-07-18,15.5,16.5,14.55,15.95,15.3625007299,1010409.0,3239.0,15522409.0,320897.0,31.76,1.95,0.45
2013-07-19,16.25,17.5,15.75,17.1,16.720107637,220742.0,1571.0,3690830.0,73823.0,33.44,1.75,0.85
2013-07-22,17.25,17.4,16.7,17.05,17.1344426121,40627.0,329.0,696121.0,15938.0,39.23,0.7,-0.2
2013-07-23,17.15,17.75,16.95,17.05,17.2905875642,96415.0,547.0,1667072.0,37184.0,38.57,0.8,-0.1
2013-07-24,17.1,18.0,16.4,17.75,17.3496604001,129417.0,976.0,2245341.0,52623.0,40.66,1.6,0.65
2013-07-25,17.65,18.6,17.5,18.05,18.1839875741,84984.0,791.0,1545348.0,25514.0,30.02,1.1,0.4
2013-07-26,17.5,18.5,17.5,18.25,18.1937260639,46478.0,605.0,845608.0,19869.0,42.75,1.0,0.75
2013-07-29,17.95,18.35,17.7,17.9,17.9771284333,116870.0,433.0,2100987.0,88206.0,75.47,0.65,-0.05
2013-07-30,18.0,18.2,17.2,17.55,17.6297296811,55527.0,364.0,978926.0,26226.0,47.23,1.0,-0.45
2013-07-31,17.3,17.95,17.15,17.55,17.4734945362,60214.0,325.0,1052149.0,41863.0,69.52,0.8,0.25
2013-08-01,17.95,18.6,17.5,18.35,17.967442925,69908.0,355.0,1256068.0,42174.0,60.33,1.1,0.4
2013-08-02,18.5,18.55,17.85,18.25,18.1431029379,54052.0,361.0,980671.0,33077.0,61.19,0.7,-0.25
2013-08-05,17.05,18.35,17.05,18.05,18.1363707777,12730.0,76.0,230876.0,10087.0,79.24,1.3,1.0
2013-08-06,18.0,18.3,17.3,18.05,17.9456264038,64112.0,478.0,1150530.0,31910.0,49.77,1.0,0.05
2013-08-07,17.95,19.1,17.3,17.45,18.3666599647,283497.0,1598.0,5206893.0,68549.0,24.18,1.8,-0.5
2013-08-08,18.5,18.55,17.7,17.85,18.14281963,102822.0,733.0,1865481.0,29637.0,28.82,0.85,-0.65
2013-08-12,18.1,18.4,18.0,18.05,18.0657600777,10295.0,118.0,185987.0,5455.0,52.99,0.4,-0.05
2013-08-13,18.0,20.0,17.95,19.65,18.9445053303,90333.0,735.0,1711314.0,38988.0,43.16,2.05,1.65
2013-08-14,20.45,21.4,20.2,21.1,20.8132879991,137056.0,1019.0,2852586.0,53106.0,38.75,1.2,0.65
2013-08-16,20.9,21.05,20.0,20.85,20.6616072542,56133.0,380.0,1159798.0,19966.0,35.57,1.05,-0.05
2013-08-19,21.0,21.5,20.25,21.2,20.778063757,54394.0,422.0,1130202.0,28519.0,52.43,1.25,0.2
2013-08-20,20.9,22.0,20.55,21.9,21.7141821195,38612.0,255.0,838428.0,19090.0,49.44,1.45,1.0
2013-08-21,22.0,22.45,21.0,21.75,21.7586162518,38851.0,314.0,845344.0,20034.0,51.57,1.45,-0.25
2013-08-22,21.4,21.65,20.6,21.4,21.2010113171,41530.0,384.0,880478.0,7544.0,18.17,1.05,0.0
2013-08-23,21.3,21.65,21.1,21.45,21.4093538662,12273.0,113.0,262757.0,6226.0,50.73,0.55,0.15
2013-08-26,21.55,21.55,21.0,21.4,21.2761263353,30142.0,207.0,641305.0,15415.0,51.14,0.55,-0.15
2013-08-27,21.05,21.45,20.75,21.1,21.0408163265,19551.0,133.0,411369.0,13941.0,71.31,0.7,0.05
2013-08-28,21.05,21.2,20.3,20.85,20.730248076,48856.0,335.0,1012797.0,19307.0,39.52,0.9,-0.2
2013-08-29,21.0,21.0,20.1,20.5,20.5368704521,17453.0,175.0,358430.0,5071.0,29.06,0.9,-0.5
2013-08-30,20.35,21.4,20.25,21.0,20.7038426763,22120.0,194.0,457969.0,12915.0,58.39,1.15,0.65
2013-09-02,21.15,21.15,20.6,20.8,20.8159795433,22291.0,165.0,464009.0,11935.0,53.54,0.55,-0.35
2013-09-03,20.8,20.85,20.2,20.35,20.4813477738,5817.0,68.0,119140.0,3780.0,64.98,0.65,-0.45
2013-09-04,20.25,20.45,19.9,20.2,20.2962128043,6654.0,94.0,135051.0,4068.0,61.14,0.55,-0.05
2013-09-05,20.75,20.75,20.0,20.35,20.3240740741,21276.0,150.0,432415.0,10160.0,47.75,0.75,-0.4
2013-09-06,20.0,21.0,20.0,20.7,20.5137189104,20264.0,132.0,415690.0,11372.0,56.12,1.0,0.7
2013-09-10,20.95,23.5,20.65,22.4,22.0569793969,56108.0,480.0,1237573.0,26880.0,47.91,2.85,1.45
2013-09-11,22.4,23.9,22.25,23.5,23.0372424242,33000.0,366.0,760229.0,14678.0,44.48,1.65,1.1
2013-09-12,23.7,24.7,22.9,24.25,23.7938386163,67355.0,645.0,1602634.0,30218.0,44.86,1.8,0.55
2013-09-13,24.7,25.2,23.9,24.9,24.533630897,48393.0,387.0,1187256.0,20024.0,41.38,1.3,0.2
2013-09-16,24.0,25.0,24.0,24.6,24.5616183191,80528.0,445.0,1977898.0,53057.0,65.89,1.0,0.6
2013-09-17,24.5,25.5,24.3,25.2,25.1240662553,86212.0,505.0,2165996.0,63100.0,73.19,1.2,0.7
2013-09-18,25.5,25.7,25.0,25.4,25.5084019086,28922.0,244.0,737754.0,12785.0,44.21,0.7,-0.1
2013-09-19,25.4,25.75,24.0,24.7,24.7898300808,47552.0,473.0,1178806.0,24118.0,50.72,1.75,-0.7
2013-09-20,24.25,25.4,23.6,24.8,24.3236993942,208326.0,519.0,5067259.0,150215.0,72.11,1.8,0.55
2013-09-23,24.6,24.8,23.3,24.15,24.0401284557,143240.0,631.0,3443508.0,112640.0,78.64,1.5,-0.45
2013-09-24,23.7,24.25,23.25,23.6,24.1297989031,56341.0,238.0,1359497.0,48947.0,86.88,1.0,-0.1
2013-09-25,23.85,23.85,23.2,23.55,23.5120647605,19271.0,152.0,453101.0,12186.0,63.23,0.65,-0.3
2013-09-26,23.5,23.6,22.5,22.95,23.128262604,26321.0,134.0,608759.0,20004.0,76.0,1.1,-0.55
2013-09-27,22.95,22.95,22.5,22.55,22.6920525879,8443.0,106.0,191589.0,5780.0,68.46,0.45,-0.4
2013-09-30,22.1,23.0,21.5,22.65,22.1899246745,45934.0,267.0,1019272.0,22970.0,50.01,1.5,0.55
2013-10-01,22.5,24.25,22.0,23.5,23.3986391997,37184.0,364.0,870055.0,12974.0,34.89,2.25,1.0
2013-10-03,23.5,24.35,23.1,23.45,23.7303947983,27837.0,276.0,660583.0,11694.0,42.01,1.25,-0.05
2013-10-04,23.95,24.15,23.2,23.7,23.572848303,15999.0,146.0,377142.0,9521.0,59.51,0.95,-0.25
2013-10-07,23.1,24.9,23.1,23.9,23.6630172574,16167.0,179.0,382560.0,11417.0,70.62,1.8,0.8
2013-10-08,24.0,24.6,23.75,24.05,24.3343397426,50344.0,242.0,1225088.0,38247.0,75.97,0.85,0.05
2013-10-09,24.0,24.4,23.4,24.3,24.0263053405,10074.0,140.0,242041.0,4436.0,44.03,1.0,0.3
2013-10-10,24.25,24.6,24.0,24.35,24.2495370875,9181.0,119.0,222635.0,5889.0,64.14,0.6,0.1
2013-10-11,24.15,25.0,24.1,24.85,24.787643928,94318.0,415.0,2337921.0,57523.0,60.99,0.9,0.7
2013-10-14,24.05,25.0,24.05,24.45,24.7973186522,39234.0,180.0,972898.0,31131.0,79.35,0.95,0.4
2013-10-15,24.25,25.0,23.75,24.7,24.4622579504,19779.0,205.0,483839.0,7230.0,36.55,1.25,0.45
2013-10-17,24.7,27.0,24.5,26.65,25.9045954242,203942.0,889.0,5283035.0,153851.0,75.44,2.5,1.95
2013-10-18,26.75,28.0,26.4,27.35,27.4042181102,95493.0,687.0,2616911.0,40038.0,41.93,1.6,0.6
2013-10-21,27.2,28.5,27.2,28.2,27.8818338987,61312.0,372.0,1709491.0,42626.0,69.52,1.3,1.0
2013-10-22,28.15,28.4,27.5,27.6,27.8092823874,24261.0,241.0,674681.0,14208.0,58.56,0.9,-0.55
2013-10-23,27.5,27.6,26.65,26.9,27.0394584698,20756.0,265.0,561231.0,9819.0,47.31,0.95,-0.6
2013-10-24,26.6,26.6,25.55,25.7,25.9249309904,29706.0,273.0,770126.0,13834.0,46.57,1.05,-0.9
2013-10-25,25.75,28.0,25.7,27.75,27.128231441,45800.0,431.0,1242473.0,23705.0,51.76,2.3,2.0
2013-10-28,28.0,28.0,27.2,27.5,27.6953580833,19367.0,159.0,536376.0,15088.0,77.91,0.8,-0.5
2013-10-29,27.4,28.1,26.75,27.85,27.4061044682,15890.0,155.0,435483.0,10393.0,65.41,1.35,0.45
2013-10-30,27.5,29.65,26.65,27.3,28.378114656,278241.0,2266.0,7895955.0,28086.0,10.09,3.0,-0.2
2013-10-31,27.9,28.4,26.85,27.25,27.5920131403,48705.0,618.0,1343869.0,12362.0,25.38,1.55,-0.65
2013-11-01,27.15,27.5,26.5,27.4,27.0367622319,56471.0,410.0,1526793.0,16689.0,29.55,1.0,0.25
2013-11-03,27.5,28.75,27.5,28.35,28.1982559631,38990.0,271.0,1099450.0,25660.0,65.81,1.25,0.85
2013-11-05,27.85,29.2,27.85,29.0,28.6260663642,35049.0,322.0,1003315.0,20208.0,57.66,1.35,1.15
2013-11-06,28.25,31.15,28.25,30.15,30.0136144742,183775.0,1315.0,5515752.0,61624.0,33.53,2.9,1.9
2013-11-07,31.0,31.0,29.0,29.5,29.6434981524,85245.0,518.0,2526960.0,55524.0,65.13,2.0,-1.5
2013-11-08,29.25,30.05,28.6,29.4,29.2207682721,27282.0,314.0,797201.0,13250.0,48.57,1.45,0.15
2013-11-11,29.35,29.35,28.8,28.95,29.0046051509,17589.0,146.0,510162.0,7963.0,45.27,0.55,-0.4
2013-11-12,28.75,30.5,28.35,30.15,29.8356279382,119120.0,702.0,3554020.0,64552.0,54.19,2.15,1.4
2013-11-13,30.6,31.0,28.5,28.85,30.1258648081,273182.0,1646.0,8229844.0,94580.0,34.62,2.5,-1.75
2013-11-14,28.9,30.5,28.85,30.1,29.1848725503,450413.0,972.0,13145246.0,394315.0,87.55,1.65,1.2
2013-11-18,30.1,30.8,29.75,29.9,29.9972793206,399165.0,464.0,11973864.0,361987.0,90.69,1.05,-0.2
2013-11-19,29.5,30.0,29.0,29.3,29.4325073429,24173.0,185.0,711472.0,13413.0,55.49,1.0,-0.2
2013-11-20,29.5,29.7,29.0,29.3,29.3791018998,16212.0,153.0,476294.0,9100.0,56.13,0.7,-0.2
2013-11-21,26.15,29.9,26.15,28.9,28.8705828883,8801.0,70.0,254090.0,6263.0,71.16,3.75,2.75
2013-11-22,28.75,29.2,28.1,28.25,28.5113951837,15489.0,184.0,441613.0,8544.0,55.16,1.1,-0.5
2013-11-25,28.4,28.95,27.9,28.25,28.4406055901,20608.0,234.0,586104.0,9101.0,44.16,1.05,-0.15
2013-11-26,28.0,29.5,27.8,29.3,28.8957340463,77427.0,474.0,2237310.0,37642.0,48.62,1.7,1.3
2013-11-27,29.1,29.2,28.05,28.5,28.6089988159,15202.0,110.0,434914.0,9286.0,61.08,1.15,-0.6
2013-11-28,28.5,30.15,27.95,29.55,28.9208756577,71078.0,554.0,2055638.0,25919.0,36.47,2.2,1.05
2013-11-29,29.55,30.25,28.85,29.95,29.8307030129,33456.0,202.0,998016.0,25860.0,77.3,1.4,0.4
2013-12-02,29.9,30.25,29.0,29.95,29.6094503098,34856.0,231.0,1032067.0,12693.0,36.42,1.25,0.05
2013-12-03,29.55,30.45,29.55,30.1,30.0191074925,48515.0,282.0,1456377.0,24120.0,49.72,0.9,0.55
2013-12-04,29.65,30.2,29.6,30.0,29.9108293658,38017.0,184.0,1137120.0,13476.0,35.45,0.6,0.35
2013-12-05,30.1,30.55,28.85,29.05,29.3794858428,72896.0,289.0,2141647.0,52838.0,72.48,1.7,-1.05
2013-12-06,29.0,29.6,28.8,29.45,29.1906916945,19445.0,165.0,567613.0,10874.0,55.92,0.8,0.45
2013-12-09,29.6,29.6,28.9,29.05,29.2232909005,10605.0,123.0,309913.0,6178.0,58.26,0.7,-0.55
2013-12-10,26.3,29.4,26.3,28.6,28.7158532591,6106.0,62.0,175339.0,4906.0,80.35,3.1,2.3
2013-12-11,28.5,28.6,27.95,28.0,28.1227292111,23450.0,135.0,659478.0,14060.0,59.96,0.65,-0.5
2013-12-12,27.5,28.55,27.5,28.5,28.3009022872,14297.0,91.0,404618.0,9706.0,67.89,1.05,1.0
2013-12-13,28.3,29.1,28.05,28.85,28.6463371735,22742.0,99.0,651475.0,19603.0,86.2,1.05,0.55
2013-12-16,28.05,28.95,28.05,28.5,28.5720990452,6179.0,64.0,176547.0,4135.0,66.92,0.9,0.45
2013-12-17,27.2,29.35,27.2,28.4,28.4669220653,17489.0,162.0,497858.0,6622.0,37.86,2.15,1.2
2013-12-18,28.7,30.1,28.55,29.75,29.6764691973,126872.0,257.0,3765113.0,109712.0,86.47,1.55,1.05
2013-12-19,29.5,29.6,28.7,29.35,29.3527568922,38304.0,70.0,1124328.0,34087.0,88.99,0.9,-0.15
2013-12-20,29.0,29.1,28.4,28.95,28.9339704247,48554.0,161.0,1404860.0,26839.0,55.28,0.7,-0.05
2013-12-23,28.95,29.45,28.75,28.9,28.9854201447,8985.0,80.0,260434.0,6696.0,74.52,0.7,-0.05
2013-12-24,29.2,29.2,28.6,28.6,28.7110688233,6306.0,37.0,181052.0,4751.0,75.34,0.6,-0.6
2013-12-26,28.6,28.85,28.55,28.6,28.6800380228,5260.0,66.0,150857.0,4378.0,83.23,0.3,0.0
2013-12-27,28.75,28.95,28.15,28.45,28.577552356,9168.0,62.0,261999.0,7626.0,83.18,0.8,-0.3
2013-12-30,28.5,28.85,28.25,28.3,28.3811611374,8440.0,76.0,239537.0,5662.0,67.09,0.6,-0.2
2013-12-31,28.35,28.5,27.8,28.0,28.2301449732,12692.0,108.0,358297.0,5782.0,45.56,0.7,-0.35
2014-01-01,28.5,28.5,28.0,28.05,28.2110558856,8249.0,91.0,232713.0,4719.0,57.21,0.5,-0.45
2014-01-02,28.2,29.45,28.05,28.65,28.659597593,37723.0,245.0,1081126.0,13580.0,36.0,1.4,0.45
2014-01-03,28.5,28.9,28.45,28.8,28.7291539866,11501.0,65.0,330414.0,10945.0,95.17,0.45,0.3
2014-01-06,29.0,29.15,28.6,28.8,28.8622011036,6524.0,44.0,188297.0,3106.0,47.61,0.55,-0.2
2014-01-07,28.65,30.5,28.3,29.25,29.5619003068,91922.0,743.0,2717389.0,27326.0,29.73,2.2,0.6
2014-01-08,28.0,30.7,28.0,29.35,29.9692661912,124651.0,702.0,3735699.0,46604.0,37.39,2.7,1.35
2014-01-09,29.5,30.1,29.1,29.9,29.5849296293,29913.0,268.0,884974.0,19024.0,63.6,1.0,0.4
2014-01-10,29.95,30.25,29.3,29.95,29.8834068075,39016.0,308.0,1165931.0,22640.0,58.03,0.95,0.0
2014-01-13,30.0,30.35,29.55,29.75,29.9992258864,25836.0,129.0,775060.0,16785.0,64.97,0.8,-0.25
2014-01-14,28.9,30.9,28.9,30.5,30.2247873104,45959.0,361.0,1389101.0,28132.0,61.21,2.0,1.6
2014-01-15,30.5,30.5,29.75,29.95,30.0268912839,19114.0,149.0,573934.0,9084.0,47.53,0.75,-0.55
2014-01-16,29.6,30.25,29.6,29.95,29.9120985011,9340.0,114.0,279379.0,6656.0,71.26,0.65,0.35
2014-01-17,30.0,31.15,29.7,30.15,30.4488809976,24218.0,351.0,737411.0,13519.0,55.82,1.45,0.15
2014-01-20,30.5,30.5,30.05,30.15,30.1504511278,53200.0,58.0,1604004.0,52450.0,98.59,0.45,-0.35
2014-01-21,30.0,30.5,29.8,30.25,30.2698222173,145796.0,170.0,4413219.0,143186.0,98.21,0.7,0.25
2014-01-22,29.9,30.15,29.6,29.75,29.8363293957,11682.0,137.0,348548.0,8264.0,70.74,0.55,-0.15
2014-01-23,29.7,29.85,29.25,29.3,29.5578838174,4820.0,66.0,142469.0,3248.0,67.39,0.6,-0.4
2014-01-24,29.35,29.8,28.3,28.8,29.0005527916,21708.0,208.0,629544.0,14189.0,65.36,1.5,-0.55
2014-01-27,28.2,28.5,27.9,28.35,28.2017878557,27519.0,134.0,776085.0,19954.0,72.51,0.6,0.15
2014-01-28,28.35,29.05,28.15,28.25,28.3362119154,10306.0,75.0,292033.0,6723.0,65.23,0.9,-0.1
2014-01-29,28.3,28.3,27.65,27.9,28.1627402836,45207.0,209.0,1273153.0,40075.0,88.65,0.65,-0.4
2014-01-30,27.55,28.1,26.8,27.9,27.2806582027,14099.0,120.0,384630.0,7587.0,53.81,1.3,0.35
2014-01-31,28.25,28.25,27.65,27.85,27.9245146071,5511.0,99.0,153892.0,3103.0,56.31,0.6,-0.4
2014-02-03,27.7,28.0,27.2,27.35,27.4848097218,3127.0,47.0,85945.0,1607.0,51.39,0.8,-0.35
2014-02-04,26.8,27.3,26.65,26.75,26.9230631837,22395.0,178.0,602942.0,13800.0,61.62,0.65,-0.05
2014-02-05,26.8,27.0,26.75,26.95,26.930620985,9340.0,88.0,251532.0,3843.0,41.15,0.25,0.15
2014-02-06,27.1,27.25,26.6,26.8,26.9102465921,6529.0,90.0,175697.0,4677.0,71.63,0.65,-0.3
2014-02-07,26.75,27.0,26.05,26.35,26.5548721269,15445.0,153.0,410140.0,13353.0,86.46,0.95,-0.4
2014-02-10,26.05,26.75,25.6,26.0,26.1369372266,87091.0,376.0,2276292.0,57664.0,66.21,1.15,-0.05
2014-02-11,26.4,28.5,26.05,26.55,26.4944245128,10313.0,96.0,273237.0,9075.0,88.0,2.45,0.15
2014-02-12,26.5,26.95,26.3,26.7,26.5562396401,4223.0,91.0,112147.0,3684.0,87.24,0.65,0.2
2014-02-13,25.2,27.4,25.2,26.2,26.4470449173,4230.0,73.0,111871.0,2499.0,59.08,2.2,1.0
2014-02-14,26.2,26.7,25.6,26.5,26.2714918071,12877.0,141.0,338298.0,6724.0,52.22,1.1,0.3
2014-02-17,24.55,28.45,24.55,27.0,26.8791666667,2160.0,74.0,58059.0,2030.0,93.98,3.9,2.45
2014-02-18,26.45,27.45,26.45,27.3,27.2730450544,7724.0,99.0,210657.0,5764.0,74.62,1.0,0.85
2014-02-19,27.0,27.9,27.0,27.75,27.3991680789,6491.0,96.0,177848.0,4109.0,63.3,0.9,0.75
2014-02-20,27.2,28.0,27.2,27.55,27.6699703515,11805.0,111.0,326644.0,6385.0,54.09,0.8,0.35
2014-02-21,27.5,28.0,27.2,27.4,27.4766930519,4548.0,59.0,124964.0,2534.0,55.72,0.8,-0.1
2014-02-24,27.2,27.55,26.55,26.85,27.1757564776,5519.0,69.0,149983.0,3226.0,58.45,1.0,-0.35
2014-02-25,26.6,27.45,26.5,27.0,26.8078662169,13933.0,112.0,373514.0,9767.0,70.1,0.95,0.4
2014-02-26,26.9,27.2,26.1,26.5,26.4341075486,15844.0,92.0,418822.0,9950.0,62.8,1.1,-0.4
2014-02-28,25.3,27.15,25.3,27.0,26.8209932691,10994.0,89.0,294870.0,9151.0,83.24,1.85,1.7
2014-03-03,27.0,27.8,26.75,27.35,27.2591179323,47434.0,235.0,1293009.0,30964.0,65.28,1.05,0.35
2014-03-04,27.1,27.45,27.05,27.05,27.1417874396,16560.0,104.0,449468.0,11196.0,67.61,0.4,-0.05
2014-03-05,27.25,27.5,27.0,27.4,27.2728548048,4277.0,56.0,116646.0,3644.0,85.2,0.5,0.15
2014-03-06,27.25,28.2,27.2,28.05,27.8522759602,14060.0,143.0,391603.0,11595.0,82.47,1.0,0.8
2014-03-07,27.8,28.5,26.6,27.35,27.385312351,79686.0,476.0,2182226.0,48061.0,60.31,1.9,-0.45
2014-03-10,27.0,28.25,27.0,28.0,27.9943630463,181481.0,256.0,5080445.0,176627.0,97.33,1.25,1.0
2014-03-11,28.15,28.25,27.45,28.0,28.058863293,415692.0,470.0,11663845.0,394134.0,94.81,0.8,-0.15
2014-03-12,28.2,28.2,27.65,27.7,27.8480712729,10551.0,106.0,293825.0,6934.0,65.72,0.55,-0.5
2014-03-13,27.6,27.8,27.0,27.2,27.4785527788,10724.0,94.0,294680.0,7046.0,65.7,0.8,-0.4
2014-03-14,27.5,27.5,26.45,26.7,26.8466186382,12909.0,87.0,346563.0,11975.0,92.76,1.05,-0.8
2014-03-18,26.3,27.15,26.0,26.9,26.9103065587,10993.0,113.0,295825.0,8293.0,75.44,1.15,0.6
2014-03-19,24.25,27.0,24.25,26.55,26.6345852077,9559.0,94.0,254600.0,8893.0,93.03,2.75,2.3
2014-03-20,26.5,26.6,25.55,25.95,26.1859841483,252086.0,270.0,6601120.0,243319.0,96.52,1.05,-0.55
2014-03-21,25.5,30.7,25.4,25.6,25.8286557135,24407.0,256.0,630400.0,8019.0,32.86,5.3,0.1
2014-03-22,26.15,26.15,25.5,25.85,25.72,975.0,11.0,25077.0,780.0,80.0,0.65,-0.3
2014-03-24,26.35,26.35,25.35,25.5,25.7075805925,39799.0,225.0,1023136.0,31745.0,79.76,1.0,-0.85
2014-03-25,25.4,25.6,25.15,25.3,25.5842603631,293590.0,204.0,7511283.0,285892.0,97.38,0.45,-0.1
2014-03-26,25.4,25.55,24.6,24.7,24.7313061226,231747.0,187.0,5731406.0,227299.0,98.08,0.95,-0.7
2014-03-27,24.9,25.2,24.5,24.7,24.7923924449,19060.0,111.0,472543.0,11273.0,59.14,0.7,-0.2
2014-03-28,24.8,25.05,24.45,24.55,24.7045567729,8032.0,86.0,198427.0,4779.0,59.5,0.6,-0.25
2014-03-31,24.75,25.0,24.4,24.55,24.6311294212,9952.0,86.0,245129.0,6341.0,63.72,0.6,-0.2
2014-04-01,25.25,25.5,24.75,24.85,25.1167095483,27984.0,249.0,702866.0,19194.0,68.59,0.75,-0.4
2014-04-02,24.8,25.15,24.25,24.8,24.8401261784,27897.0,220.0,692965.0,22678.0,81.29,0.9,0.0
2014-04-03,25.25,25.65,24.75,24.95,24.9710240369,36444.0,165.0,910044.0,30063.0,82.49,0.9,-0.3
2014-04-04,24.8,25.0,24.7,24.75,24.9095076739,5017.0,72.0,124971.0,4882.0,97.31,0.3,-0.05
2014-04-07,25.05,25.2,24.6,24.7,24.7176977291,2554.0,64.0,63129.0,1829.0,35.81,0.6,-0.35
2014-04-09,24.8,25.2,24.6,24.95,24.9401150628,19120.0,146.0,476855.0,12244.0,32.02,0.6,0.15
2014-04-10,24.85,25.1,24.75,24.85,24.9703357928,13282.0,134.0,331656.0,9182.0,69.13,0.35,0.0
2014-04-11,24.6,24.95,24.5,24.6,24.7294207967,11723.0,97.0,289903.0,9108.0,77.69,0.45,0.0
2014-04-15,24.55,24.7,24.1,24.4,24.3350726798,10732.0,89.0,261164.0,5907.0,55.04,0.6,-0.15
2014-04-16,24.3,24.4,23.65,23.7,23.9190669371,4930.0,80.0,117921.0,3118.0,63.25,0.75,-0.6
2014-04-17,23.15,24.45,23.15,24.0,23.934959818,34717.0,145.0,830950.0,30155.0,86.86,1.3,0.85
2014-04-21,24.05,24.35,23.7,24.05,23.9895868897,5858.0,72.0,140531.0,3900.0,66.58,0.65,0.0
2014-04-22,24.3,24.3,23.6,23.85,23.9164754255,20916.0,128.0,500237.0,18350.0,87.73,0.7,-0.45
2014-04-23,23.4,24.1,23.4,24.0,23.8376190052,11239.0,113.0,267911.0,7635.0,67.93,0.7,0.6
2014-04-25,23.75,24.95,22.95,24.1,23.8885645133,80154.0,1215.0,1914764.0,33468.0,41.75,2.0,0.35
2014-04-28,24.5,24.85,24.15,24.2,24.4613003096,13889.0,146.0,339743.0,5378.0,38.72,0.7,-0.3
2014-04-29,24.2,24.95,24.0,24.1,24.4126965079,8333.0,136.0,203431.0,5515.0,66.18,0.95,-0.1
2014-04-30,24.1,24.5,22.5,23.75,23.9874494101,232260.0,201.0,5571325.0,229091.0,98.64,2.0,-0.35
2014-05-02,23.75,24.0,23.5,23.5,23.6266813066,3643.0,97.0,86072.0,2302.0,63.19,0.5,-0.25
2014-05-05,23.9,23.9,23.15,23.15,23.3695808383,4175.0,111.0,97568.0,2969.0,71.11,0.75,-0.75
2014-05-06,23.5,23.6,23.3,23.4,23.3697829716,2396.0,77.0,55994.0,1780.0,74.29,0.3,-0.1
2014-05-07,23.5,23.6,23.05,23.25,23.2056703508,4162.0,67.0,96582.0,3560.0,85.54,0.55,-0.25
2014-05-08,22.8,24.75,22.75,23.9,23.5005298141,10381.0,110.0,243959.0,5346.0,51.5,2.0,1.1
2014-05-09,24.35,25.0,23.8,23.95,24.4410764873,10590.0,163.0,258831.0,4661.0,44.01,1.2,-0.4
2014-05-12,24.05,24.8,23.7,24.3,24.1344628695,8322.0,174.0,200847.0,3572.0,42.92,1.1,0.25
2014-05-13,23.55,24.5,23.55,24.15,24.3615077834,7773.0,167.0,189362.0,6879.0,88.5,0.95,0.6
2014-05-14,22.6,24.75,22.6,24.2,23.9932358491,106000.0,183.0,2543283.0,103756.0,97.88,2.15,1.6
2014-05-15,24.0,24.0,23.7,23.75,23.7889628397,10818.0,132.0,257349.0,10698.0,98.89,0.3,-0.25
2014-05-16,23.55,24.0,23.3,23.7,23.6012866547,6684.0,243.0,157751.0,5347.0,80.0,0.7,0.15
2014-05-19,23.7,26.0,23.7,25.7,24.904018232,41685.0,327.0,1038124.0,24511.0,58.8,2.3,2.0
2014-05-20,26.5,27.65,25.8,26.9,26.7648747147,74909.0,499.0,2004930.0,43981.0,58.71,1.85,0.4
2014-05-21,27.25,28.0,26.9,27.55,27.7063933865,102215.0,518.0,2832009.0,63333.0,61.96,1.1,0.3
2014-05-22,27.9,27.9,26.5,27.0,27.3036193029,40284.0,368.0,1099899.0,25434.0,63.14,1.4,-0.9
2014-05-23,27.3,28.0,27.15,27.25,27.524317863,120467.0,553.0,3315772.0,78656.0,65.29,0.85,-0.05
2014-05-26,26.7,29.35,26.5,27.2,28.0490618729,188354.0,1512.0,5283153.0,76452.0,40.59,2.85,0.5
2014-05-27,27.2,27.7,26.0,26.2,26.6190287805,30333.0,283.0,807435.0,14791.0,48.76,1.7,-1.0
2014-05-28,26.0,28.6,26.0,28.05,27.8917493905,229680.0,1006.0,6406177.0,157740.0,68.68,2.6,2.05
2014-05-29,28.2,28.95,27.5,27.8,27.9276182148,148670.0,418.0,4151999.0,121155.0,81.49,1.45,-0.4
2014-05-30,27.35,29.4,26.55,28.3,28.3563504736,166586.0,1003.0,4723771.0,60303.0,36.2,2.85,0.95
2014-06-02,28.6,30.9,28.35,30.0,30.1476446476,394718.0,2178.0,11899818.0,120743.0,30.59,2.55,1.4
2014-06-03,30.2,33.95,29.15,32.45,32.0945529808,1272641.0,8343.0,40844844.0,378818.0,29.77,4.8,2.25
2014-06-04,32.0,33.25,31.8,32.45,32.5614822237,495013.0,3154.0,16118357.0,184316.0,37.23,1.45,0.45
2014-06-05,32.5,35.7,31.8,34.7,34.2403829612,819613.0,5832.0,28063863.0,281294.0,34.32,3.9,2.2
2014-06-06,35.0,35.75,33.1,33.7,34.3154751563,1174140.0,3242.0,40291172.0,737171.0,62.78,2.65,-1.3
